,maoyanID,name,rating,box,box_day,box_week,release_date,IMAX,reg_美国,reg_中国大陆,reg_日本,reg_印度,reg_中国港澳台,week_want,online_days,weibo_topic,gen_爱情,gen_剧情,gen_奇幻,gen_传记,gen_家庭,gen_悬疑,gen_恐怖,gen_犯罪,gen_科幻,gen_灾难,gen_历史,gen_冒险,gen_动画,gen_运动,gen_动作,gen_古装,gen_战争,gen_喜剧,gen_音乐,gen_纪录片,gen_惊悚,spring,labor,summer,national
1697,346629,大侦探皮卡丘,8.5,420000000.0,74973000.0,275000000.0,2019-05-10 00:00:00,True,True,False,False,False,False,68450.0,22.0,39110000.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1698,341220,乐高大电影2,8.5,18437000.0,2059000.0,15443000.0,2019-03-22 00:00:00,True,True,False,False,False,False,7711.0,25.0,1250000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
1699,445609,罗马,8.5,4209000.0,735000.0,2748000.0,2019-05-10 00:00:00,False,False,False,False,False,False,4186.0,17.0,12650000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1700,341229,命运之夜——天之杯：恶兆之花,8.4,31618000.0,11371000.0,24574000.0,2019-01-11 00:00:00,False,False,False,True,False,False,30213.0,26.0,460000.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1701,343455,五十米之恋,8.4,1368000.0,868000.0,1148000.0,2019-02-14 00:00:00,False,False,True,False,False,False,6190.0,8.0,1800000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1702,888384,森林奇缘,8.4,7974000.0,1152000.0,3348000.0,2019-01-18 00:00:00,False,False,False,False,False,False,4064.0,18.0,330000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1703,1225543,魔神Z,8.4,408000.0,93000.0,284000.0,2019-03-08 00:00:00,False,False,False,True,False,False,4948.0,7.0,2853.0,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1704,672279,雪暴,8.3,27581000.0,5232000.0,19511000.0,2019-04-30 08:00:00,False,False,True,False,False,False,11521.0,25.0,3030000.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1705,457445,掠食城市,8.3,50486000.0,9381000.0,28360000.0,2019-01-18 00:00:00,True,True,False,False,False,False,12578.0,19.0,730000.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1706,1228761,把哥哥退货可以吗,8.3,1752000.0,691000.0,1401000.0,2019-03-15 00:00:00,False,False,False,False,False,False,4381.0,14.0,1960000.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1707,1243904,动物出击,8.2,3153000.0,1156000.0,2821000.0,2019-04-30 00:00:00,False,False,True,False,False,False,3643.0,13.0,280000.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1708,343987,精灵怪物：疯狂之旅,8.2,6262000.0,838000.0,4718000.0,2019-03-29 00:00:00,False,False,False,False,False,False,4490.0,24.0,130000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1709,1229799,过春天,8.2,9942000.0,2318000.0,5920000.0,2019-03-15 00:00:00,False,False,True,False,False,False,6392.0,20.0,4620000.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1710,1263355,狗眼看人心,8.1,18475000.0,6433000.0,12128000.0,2019-04-20 00:00:00,False,False,True,False,False,False,10611.0,21.0,3190000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1711,1206415,虫林大作战,8.1,7635000.0,3368000.0,6628000.0,2019-04-13 00:00:00,False,False,False,False,False,False,2830.0,22.0,3910000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1712,1204080,战斗民族养成记,8.1,8034000.0,1112000.0,4861000.0,2019-01-24 00:00:00,False,False,True,False,False,False,2702.0,13.0,1770000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1713,580298,新喜剧之王,8.0,624000000.0,272000000.0,534000000.0,2019-02-05 00:00:00,False,False,True,False,False,True,86350.0,45.0,30270000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1714,1216383,比悲伤更悲伤的故事,8.0,953000000.0,19131000.0,331000000.0,2019-03-14 00:00:00,False,False,False,False,False,True,60839.0,60.0,7580000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1716,1240859,闯堂兔3囧囧时光机,7.9,4883000.0,1509000.0,2972000.0,2019-01-18 00:00:00,False,False,True,False,False,False,5440.0,18.0,120000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1717,1230152,撞死了一只羊,7.9,10447000.0,1672000.0,4667000.0,2019-04-26 00:00:00,False,False,True,False,False,False,5701.0,21.0,2480000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1718,1206836,神探蒲松龄,7.8,152000000.0,66151000.0,129000000.0,2019-02-05 00:00:00,False,False,True,False,False,True,23371.0,29.0,40260000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1719,248123,雷霆沙赞！,7.8,294000000.0,96935000.0,205000000.0,2019-04-05 00:00:00,True,True,False,False,False,False,42473.0,26.0,7470000.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1720,1213175,在乎你,7.8,5014000.0,2117000.0,3890000.0,2019-04-12 00:00:00,False,False,True,False,False,False,11205.0,12.0,16240000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1721,1207260,如影随心,7.7,23606000.0,9034000.0,19657000.0,2019-04-19 00:00:00,False,False,True,False,False,False,13048.0,14.0,129380000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1722,907653,狂暴凶狮,7.7,44578000.0,13495000.0,35428000.0,2019-03-22 00:00:00,False,False,False,False,False,False,17389.0,27.0,610000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1723,1215346,警告,7.7,633000.0,317000.0,510000.0,2019-03-29 00:00:00,False,False,False,False,False,False,3660.0,7.0,12200000.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1725,344757,蓝色生死恋,7.6,1493000.0,977000.0,1313000.0,2019-02-14 00:00:00,False,False,True,False,False,False,17875.0,8.0,6890000.000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1726,345808,死侍2：我爱我家,7.5,286000000.0,56502000.0,152000000.0,2019-01-25 00:00:00,True,True,False,False,False,False,63337.0,27.0,11900000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1727,1229702,青蛙王子历险记,7.4,9811000.0,3006000.0,6728000.0,2019-04-05 00:00:00,False,False,True,False,False,False,2246.0,21.0,361.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1728,581264,境·界,7.3,3600000.0,1764000.0,3208000.0,2019-04-19 00:00:00,False,False,False,True,False,False,6010.0,11.0,21030000.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
1731,1215114,廉政风云,7.0,114000000.0,55879000.0,95242000.0,2019-02-05 00:00:00,False,False,True,False,False,True,22879.0,38.0,3540000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1732,345875,风中有朵雨做的云,7.0,64780000.0,16500000.0,51516000.0,2019-04-04 00:00:00,False,False,True,False,False,False,26980.0,25.0,21270000.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1733,345918,大侦探霍桑,6.9,7968000.0,3216000.0,5392000.0,2019-01-25 00:00:00,False,False,True,False,False,False,4110.0,11.0,40330000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1734,343344,我的宠物是大象,6.9,2548000.0,1176000.0,2215000.0,2019-04-12 00:00:00,False,False,True,False,False,False,4102.0,12.0,930000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1735,672379,悟空奇遇记,6.9,18768000.0,6329000.0,17880000.0,2019-05-01 00:00:00,False,False,True,False,False,False,5397.0,20.0,350000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1738,1206824,人间·喜剧,5.9,62888000.0,30259000.0,56276000.0,2019-03-29 00:00:00,False,False,True,False,False,False,27513.0,28.0,4550000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1739,1216267,家和万事惊,5.9,32625000.0,6454000.0,12565000.0,2019-01-18 00:00:00,False,False,True,False,False,True,11115.0,18.0,1650000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1740,1162868,转型团伙,5.8,16709000.0,6940000.0,14801000.0,2019-04-19 00:00:00,False,False,True,False,False,False,6742.0,11.0,3760000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1741,1233150,小猪佩奇过大年,5.7,124000000.0,58209000.0,112000000.0,2019-02-05 00:00:00,False,False,True,False,False,False,22584.0,29.0,5070000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1742,1156894,欲念游戏,5.5,7453000.0,3802000.0,6575000.0,2019-04-12 00:00:00,False,False,True,False,False,False,7290.0,15.0,1520000.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1743,1212353,阳台上,5.3,3974000.0,1927000.0,3400000.0,2019-03-15 00:00:00,False,False,True,False,False,False,14488.0,14.0,24730000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1744,368260,最佳男友进化论,5.3,14462000.0,5063000.0,11502000.0,2019-04-12 00:00:00,False,False,True,False,False,True,13607.0,18.0,1850000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1745,1251817,少女宿舍,4.7,1913000.0,484000.0,1038000.0,2019-03-15 00:00:00,False,False,True,False,False,False,3843.0,20.0,140000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1746,1228776,下一任：前任,4.3,117000000.0,46608000.0,100000000.0,2019-05-01 00:00:00,False,False,True,False,False,False,127357.0,27.0,1350000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1747,1251606,古井凶灵,4.3,5346000.0,773000.0,1924000.0,2019-02-22 00:00:00,False,False,True,False,False,False,7297.0,28.0,474.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1749,1254051,夜伴歌声,3.7,3009000.0,587000.0,1465000.0,2019-03-22 00:00:00,False,False,True,False,False,False,5401.0,21.0,1090.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1750,1206939,守灵,3.6,3327000.0,689000.0,2075000.0,2019-04-04 00:00:00,False,False,True,False,False,False,3839.0,27.0,6912.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
